Date,Make,Color,Amount.Due,Violation,Location,Meter,Officer.Comment,SanitizedLocation,lat,lon
6/17/08,FORD,BLU,24.00,METER VIOLATION,SOUTH PARK-1E,43 60,NO TIME ON METER,,,
6/17/08,CHEV,GRY,0.00,METER VIOLATION,PEARL ST BROADWAY ST 8TH,43 18,NO TIME ON METER,PEARL BROADWAY,44.0500531,-123.0898399
6/17/08,FORD,BLK,0.00,METER VIOLATION,PEARL ST 10TH AVE BROADW,53 55,NO TIME ON METER,PEARL 10TH,44.04929,-123.089954
6/17/08,FORD,WHT,0.00,FAILURE TO PAY FINES A,S/S 12TH - JEFF. TO WASH,NA,NA,,,
6/17/08,TOYT,BLU,0.00,METER VIOLATION,BROADWAY ST OAK ST WILLA,51 34,NO TIME ON METER,BROADWAY OAK,44.0502458,-123.0917266
6/17/08,BUIC,WHT,0.00,METER VIOLATION,PEARL ST BROADWAY ST 8TH,43 16,NO TIME ON METER,PEARL BROADWAY,44.0500531,-123.0898399
6/17/08,ISUZ,GRY,0.00,METER VIOLATION,HIGH ST 5TH AVE 6TH AVE,18 50,NO TIME ON METER,,,
6/17/08,MAZD,GRY,0.00,METER VIOLATION,PEARL ST 7TH AVE 6TH AVE,25 24,NO TIME ON METER,PEARL 7TH,44.0526132,-123.0871804
6/17/08,MAZD,RED,0.00,METER VIOLATION,11TH AVE WILLAMETTE OAK,70 6,NO TIME ON METER,11TH WILLAMETTE,44.0391468,-123.0924404
6/17/08,VOLK,GLD,0.00,STORAGE ON STREET 2ND/,1927LAWRENCE ST,NA,CHALK MARK STILL VISIBLE ROLLEDCITIZ,,,
6/17/08,PLYM,WHT,50.00,STORAGE OF VEHICLE ON,9413RD AVE W,NA,CHALK MARK STILL VISIBLECITIZEN COMP,,,
6/17/08,HOND,BLK,0.00,TIME LIMIT ZONE,16TH AVE OLIVE ST WILLAM,NA,2HRCHALK MARK STILL VISIBLE,,,
6/17/08,MERC,YEL,0.00,TIME LIMIT ZONE,12TH AVE CHARNELTON ST L,NA,2HRCHALK MARK STILL VISIBLE,,,
6/17/08,TOYT,WHT,0.00,METER VIOLATION,8TH AVE PEARL ST HIGH ST,35 39,NO TIME ON METER,8TH PEARL,44.0516002,-123.0906409
6/17/08,LAND,BLK,24.00,METER VIOLATION,PEARL ST BROADWAY ST 8TH,43 24,NO TIME ON METER,PEARL BROADWAY,44.0500531,-123.0898399
6/17/08,NISS,WHT,0.00,METER VIOLATION,LOT 10,8,NO TIME ON METER,,,
6/17/08,MITS,BLK,0.00,METER VIOLATION,WILLAMETTE 10TH AVE 11TH,60 48,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/17/08,CHRY,WHT,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,226-6,NO TIME ON METER,13TH KINCAID,44.04411040000001,-123.0789666
6/17/08,JEEP,RED,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,240-51,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/17/08,HOND,WHT,24.00,METER VIOLATION,KINCAID ST 15TH AVE 14TH,239-18,NO TIME ON METER,KINCAID 15TH,44.04411040000001,-123.0789666
6/17/08,HOND,GRY,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,240-62,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/17/08,CHEV,WHT,0.00,WRONG SIDE PARKING,16TH AVE HILYARD ST PATT,NA,MUST PARK WITH FLOW OF TRAFFIC,16TH HILYARD,44.042008,-123.080528
6/17/08,CHEV,BLK,0.00,FAILURE TO PAY FINES A,W/S OLIVE - 16TH TO 17TH,NA,NA,,,
6/17/08,PONT,BLK,0.00,TIME LIMIT ZONE,PATTERSON ST 17TH AVE 16,NA,CHALK MARK STILL VISIBLENO PERMIT VI,PATTERSON 17TH,44.04515199999999,-123.0834043
6/17/08,DODG,GRN,24.00,TIME LIMIT ZONE,KINCAID ST 18TH AVE 19TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI,KINCAID 18TH,44.039405,-123.079017
6/17/08,GMC,GRY,0.00,METER VIOLATION,AGATE ST 19TH AVE 18TH A,288-22,NO TIME ON METER,,,
6/17/08,VOLV,GRY,0.00,TIME LIMIT ZONE,19TH AVE EMERALD ST ONYX,NA,CHALK MARK STILL VISIBLENO PERMIT VI,,,
6/17/08,SUBA,GRY,0.00,ALLEY LOAD & UNLOAD,1557 HILYARD ALLEY,NA,ALLEY PKING LOAD/UNLOAD ONLYCHALK MA,,,
6/17/08,SAAB,RED,30.00,RESTRICTED BY SIGN,15TH AVE KINCAID ST ALDE,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM,15TH KINCAID,44.04411040000001,-123.0789666
6/17/08,FORD,RED,0.00,RESTRICTED BY SIGN,15TH AVE ALDER ST KINCAI,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM,15TH ALDER,44.043633,-123.084421
6/17/08,DODG,GRN,24.00,METER VIOLATION,KINCAID ST 14TH AVE 13TH,226-22,NO TIME ON METER,KINCAID 14TH,44.04411040000001,-123.0789666
6/17/08,FORD,BLK,0.00,TIME LIMIT ZONE,VILLARD ST 17TH AVE 15TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI,VILLARD 17TH,44.0410988,-123.064789
6/17/08,JAGU,RED,0.00,TIME LIMIT ZONE,ORCHARD ST 17TH AVE 15TH,NA,CHALK MARK STILL VISIBLEEXPIRED 07 A,ORCHARD 17TH,44.043107,-123.0627
6/17/08,HOND,BEI,24.00,TIME LIMIT ZONE,WALNUT ST 17TH AVE 15TH,NA,CHALK MARK STILL VISIBLEA ZONE PERMI,,,
6/17/08,VOLK,WHT,0.00,TIME LIMIT ZONE,GARDEN AVE WALNUT ST VIL,NA,CHALK MARK STILL VISIBLE,GARDEN WALNUT,44.0432959,-123.0615366
6/17/08,HOND,GRN,0.00,METER VIOLATION,13TH AVE AGATE ST MOSS S,222-56,NO TIME ON METER,13TH AGATE,44.0448302,-123.0726055
6/17/08,NISS,BLU,0.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214-18,NO TIME ON METER,KINCAID 12TH,44.04411040000001,-123.0789666
6/17/08,FORD,GLD,0.00,METER VIOLATION,12TH AVE ALDER ST KINCAI,214-4,NO TIME ON METER,12TH ALDER,44.04646169999999,-123.0798634
6/17/08,OLDS,BLU,0.00,METER VIOLATION,15TH AVE AGATE ST MOSS S,245-43,NO TIME ON METER,,,
6/17/08,KIA,RED,0.00,LEVEL 2,S/S 14TH- MILL TO FERRY,NA,NA,,,
6/17/08,VOLV,RED,0.00,TIME LIMIT ZONE,HILYARD ST 16TH AVE 17TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI,HILYARD 16TH,44.0459511,-123.0851891
6/17/08,TOYT,WHT,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,240-52,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/17/08,VOLK,WHT,0.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214-25,NO TIME ON METER,KINCAID 12TH,44.04411040000001,-123.0789666
6/17/08,VOLV,GRY,0.00,TIME LIMIT ZONE,17TH AVE ALDER ST HILYAR,NA,CHALK MARK STILL VISIBLENO PERMIT VI,17TH ALDER,44.0413005,-123.0802387
6/17/08,FORD,GRY,0.00,TIME LIMIT ZONE,17TH AVE ALDER ST HILYAR,NA,CHALK MARK STILL VISIBLE@ 1HR.,17TH ALDER,44.0413005,-123.0802387
6/17/08,CHEV,GRY,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-67,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/17/08,FORD,RED,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,214-35,NO TIME ON METER,13TH KINCAID,44.04411040000001,-123.0789666
6/17/08,TOYT,GRY,0.00,TIME LIMIT ZONE,19TH AVE MOSS ST COLUMBI,NA,CHALK MARK STILL VISIBLENO PERMIT VI,,,
6/17/08,HOND,BEI,0.00,TIME LIMIT ZONE,15TH AVE VILLARD ST MOSS,NA,CHALK MARK STILL VISIBLENO PERMIT VI,15TH VILLARD,44.0432966,-123.0648021
6/17/08,VOLK,SIL,0.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214-21,NO TIME ON METER,KINCAID 12TH,44.04411040000001,-123.0789666
6/17/08,HOND,BLU,0.00,METER VIOLATION,ALDER ST 13TH AVE 12TH A,214-48,NO TIME ON METER,ALDER 13TH,44.0456069,-123.079995
6/17/08,SUBA,BLK,0.00,METER VIOLATION,KINCAID ST 15TH AVE 14TH,239-30,NO TIME ON METER,KINCAID 15TH,44.04411040000001,-123.0789666
6/17/08,HOND,BLK,0.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214-6,NO TIME ON METER,12TH KINCAID,44.04411040000001,-123.0789666
6/17/08,BUIC,RED,0.00,HANDICAP,VALLEY RIVER CENTER - 300 VRC,NA,PARKED IN WHEELCHAIR ACCESS,,,
6/18/08,PLYM,BRO,0.00,METER VIOLATION,8TH AVE PEARL ST HIGH ST,35 34,NO TIME ON METER,8TH PEARL,44.0516002,-123.0906409
6/18/08,TOYT,WHT,0.00,METER VIOLATION,KINCAID ST 14TH AVE 13TH,226-20,NO TIME ON METER,KINCAID 14TH,44.04411040000001,-123.0789666
6/18/08,VOLV,RED,24.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214-11,NO TIME ON METER,12TH KINCAID,44.04411040000001,-123.0789666
6/18/08,LEXS,GRY,30.00,ON SIDEWALK,MILL ST 15TH AVE 16TH AV,NA,BLOCKING,MILL 15TH,44.043051,-123.088771
6/18/08,CHEV,RED,0.00,METER VIOLATION,16TH AVE OAK ST WILLAMET,120-2,NO TIME ON METER,16TH OAK,44.043993,-123.091648
6/18/08,ACUR,GRY,0.00,METER VIOLATION,WILLAMETTE 17TH AVE 16TH,119-17,NO TIME ON METER,,,
6/18/08,VOLV,RED,0.00,METER VIOLATION,WILLAMETTE 17TH AVE 16TH,119-18,NO TIME ON METER,,,
6/18/08,JEEP,GRY,0.00,TIME LIMIT ZONE,MILL ST 17TH AVE 19TH AV,NA,NO PERMIT VISIBLECHALK MARK STILL VI,,,
6/18/08,BUIC,RED,0.00,TIME LIMIT ZONE,FERRY ST 18TH AVE 17TH A,NA,NO PERMIT VISIBLECHALK MARK STILL VI,FERRY 18TH,44.0452933,-123.084937
6/18/08,FORD,RED,0.00,TIME LIMIT ZONE,FERRY ST 18TH AVE 17TH A,NA,NO PERMIT VISIBLECHALK MARK STILL VI,FERRY 18TH,44.0452933,-123.084937
6/18/08,BMW,GRY,0.00,TIME LIMIT ZONE,16TH AVE FERRY ST MILL S,NA,NO PERMIT VISIBLECHALK MARK STILL VI,16TH FERRY,44.0459511,-123.0851891
6/18/08,SUBA,GRN,0.00,METER VIOLATION,WILLAMETTE 6TH AVE 5TH A,14-20,NO TIME ON METER,,,
6/18/08,HOND,GRY,0.00,METER VIOLATION,PEARL ST BROADWAY ST 8TH,43 24,NO TIME ON METER,PEARL BROADWAY,44.0500531,-123.0898399
6/18/08,PONT,WHT,0.00,METER VIOLATION,BROADWAY ST OLIVE ST WIL,41 23,NO TIME ON METER,BROADWAY OLIVE,44.0497313,-123.0944583
6/18/08,FORD,GRY,0.00,METER VIOLATION,BROADWAY ST LINCOLN ST C,39 32,NO TIME ON METER,BROADWAY LINCOLN,44.0496592,-123.0960881
6/18/08,TOYT,GRN,0.00,METER VIOLATION,BROADWAY ST OLIVE ST CHA,49 12,NO TIME ON METER,BROADWAY OLIVE,44.0497313,-123.0944583
6/18/08,SUBA,MAR,0.00,METER VIOLATION,HIGH ST 5TH AVE 6TH AVE,18 50,NO TIME ON METER,,,
6/18/08,FORD,WHT,0.00,METER VIOLATION,PEARL ST 7TH AVE 6TH AVE,25 23,NO TIME ON METER,PEARL 7TH,44.0526132,-123.0871804
6/18/08,FORD,WHT,0.00,METER VIOLATION,BROADWAY ST OAK ST PEARL,43 31,NO TIME ON METER,BROADWAY OAK,44.0502458,-123.0917266
6/18/08,SUBA,BLU,0.00,METER VIOLATION,PEARL ST BROADWAY ST 8TH,43 23,NO TIME ON METER,PEARL BROADWAY,44.0500531,-123.0898399
6/18/08,NISS,BLK,0.00,METER VIOLATION,8TH AVE CHARNELTON ST OL,40 6,NO TIME ON METER,8TH CHARNELTON,44.05118239999999,-123.0963337
6/18/08,TOYT,WHT,0.00,METER VIOLATION,8TH AVE CHARNELTON ST OL,40 4,NO TIME ON METER,8TH CHARNELTON,44.05118239999999,-123.0963337
6/18/08,GMC,WHT,0.00,METER VIOLATION,CHARNELTON ST 8TH AVE 7T,31 53,NO TIME ON METER,CHARNELTON 8TH,44.05118239999999,-123.0963337
6/18/08,VOLV,BLU,0.00,METER VIOLATION,CHARNELTON ST 8TH AVE 7T,30 23,NO TIME ON METER,CHARNELTON 8TH,44.05118239999999,-123.0963337
6/18/08,CHEV,BRO,24.00,METER VIOLATION,BROADWAY ST WILLAMETTE O,50 11,NO TIME ON METER,BROADWAY WILLAMETTE,44.050598,-123.09287
6/18/08,TOYT,MAR,0.00,METER VIOLATION,BROADWAY ST PEARL ST OAK,52 5,NO TIME ON METER,BROADWAY PEARL,44.049821,-123.090191
6/18/08,TOYT,GRY,0.00,METER VIOLATION,11TH AVE WILLAMETTE OAK,70 5,NO TIME ON METER,11TH WILLAMETTE,44.0391468,-123.0924404
6/18/08,HOND,BLU,0.00,METER VIOLATION,11TH AVE OLIVE ST WILLAM,69 4,NO TIME ON METER,11TH OLIVE,44.0468219,-123.0929691
6/18/08,TOYT,BLU,0.00,TIME LIMIT ZONE,16TH AVE HILYARD ST PATT,NA,CHALK MARK STILL VISIBLENO PERMIT VI,16TH HILYARD,44.042008,-123.080528
6/18/08,VOLK,GRY,0.00,TIME LIMIT ZONE,17TH AVE HILYARD ST PATT,NA,CHALK MARK STILL VISIBLENO PERMIT VI,17TH HILYARD,44.0412872,-123.0823841
6/18/08,AUDI,GRY,0.00,TIME LIMIT ZONE,PATTERSON ST 15TH AVE 14,NA,CHALK MARK STILL VISIBLENO PERMIT VI,,,
6/18/08,SUBA,GRY,0.00,TIME LIMIT ZONE,PATTERSON ST 22ND AVE 20,NA,CHALK MARK STILL VISIBLE,,,
6/18/08,DODG,RED,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,240-53,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/18/08,TOYT,BLK,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,240-54,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/18/08,NISS,BLK,24.00,TIME LIMIT ZONE,12TH AVE HIGH ST PEARL S,NA,2HRCHALK MARK STILL VISIBLE,12TH HIGH,44.0463507,-123.117082
6/18/08,ACUR,BLU,0.00,TIME LIMIT ZONE,MILL ST 11TH AVE 12TH AV,NA,NO PERMIT VISIBLECHALK MARK STILL VI,MILL 11TH,44.04454339999999,-123.0738902
6/18/08,NISS,BLK,0.00,TIME LIMIT ZONE,15TH AVE FERRY ST MILL S,NA,NO PERMIT VISIBLECHALK MARK STILL VI,,,
6/18/08,ACUR,BLU,0.00,TIME LIMIT ZONE,17TH AVE MILL ST HIGH ST,NA,NO PERMIT VISIBLECHALK MARK STILL VI,,,
6/18/08,MAZD,BLU,0.00,WRONG SIDE PARKING,12TH AVE WASHINGTON ST L,NA,MUST PARK WITH FLOW OF TRAFFIC,,,
6/18/08,VOLV,BLK,50.00,ON THROUGHWAY,FERRY ST 14TH AVE 13TH A,NA,NA,FERRY 14TH,44.0452933,-123.084937
6/18/08,CHEV,GRY,0.00,TIME LIMIT ZONE,16TH AVE OLIVE ST WILLAM,NA,2HRCHALK MARK STILL VISIBLE,,,
6/18/08,DODG,BLU,24.00,METER VIOLATION,5TH AVE OLIVE ST CHARNEL,13-5,NO TIME ON METER,5TH OLIVE,44.0468219,-123.0929691
6/18/08,INFI,GRY,0.00,METER VIOLATION,PEARL ST 10TH AVE BROADW,53 54,NO TIME ON METER,PEARL 10TH,44.04929,-123.089954
6/18/08,TOYT,BLK,0.00,METER VIOLATION,CHARNELTON ST BROADWAY S,40 53,NO TIME ON METER,CHARNELTON BROADWAY,44.0495438,-123.0960329
6/18/08,TOYT,GRY,0.00,METER VIOLATION,BROADWAY ST OAK ST PEARL,43 32,NO TIME ON METER,BROADWAY OAK,44.0502458,-123.0917266
6/18/08,SUBA,GRY,0.00,METER VIOLATION,BROADWAY ST OLIVE ST CHA,49 16,NO TIME ON METER,BROADWAY OLIVE,44.0497313,-123.0944583
6/18/08,CHEV,WHT,0.00,METER VIOLATION,OAK ST 10TH AVE 11TH AVE,61 50,NO TIME ON METER,OAK 10TH,44.0485043,-123.0911514
6/18/08,TOYT,WHT,0.00,METER VIOLATION,WILLAMETTE 11TH AVE 10TH,59 18,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/18/08,TOYT,WHT,0.00,METER VIOLATION,CHARNELTON ST 10TH AVE 1,58 52,NO TIME ON METER,CHARNELTON 10TH,44.0485301,-123.094962
6/18/08,TOYT,WHT,0.00,METER VIOLATION,LOT 10,32,NO TIME ON METER,,,
6/18/08,VOLK,GRY,0.00,METER VIOLATION,BROADWAY ST WILLAMETTE O,50 12,NO TIME ON METER,BROADWAY WILLAMETTE,44.050598,-123.09287
6/18/08,PONT,BLU,0.00,METER VIOLATION,8TH AVE OAK ST PEARL ST,43 2,NO TIME ON METER,8TH OAK,44.0516002,-123.0906409
6/18/08,TOYT,WHT,24.00,METER VIOLATION,PEARL ST 10TH AVE BROADW,53 52,NO TIME ON METER,PEARL 10TH,44.04929,-123.089954
6/18/08,SUBA,MAR,0.00,METER VIOLATION,BROADWAY ST LINCOLN ST C,39 37,NO TIME ON METER,BROADWAY LINCOLN,44.0496592,-123.0960881
6/18/08,SUBA,GRY,0.00,METER VIOLATION,WILLAMETTE 11TH AVE 10TH,59 18,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/18/08,LEXS,WHT,0.00,METER VIOLATION,WILLAMETTE 7TH AVE 8TH A,33 47,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/18/08,TOYT,GRY,0.00,METER VIOLATION,HILYARD ST 13TH AVE 14TH,224-24,NO TIME ON METER,HILYARD 13TH,44.04473,-123.081623
6/18/08,SUZU,BLK,0.00,TIME LIMIT ZONE,15TH AVE FERRY ST PATTER,NA,CHALK MARK STILL VISIBLEVEH MUST LEA,15TH FERRY,44.0452933,-123.084937
6/18/08,MAZD,GRN,0.00,METER VIOLATION,18TH AVE ALDER ST UNIVER,271-36,NO TIME ON METER,18TH ALDER,44.039366,-123.0806285
6/18/08,CHEV,WHT,0.00,TIME LIMIT ZONE,14TH AVE PATTERSON ST FE,NA,CHALK MARK STILL VISIBLENO PERMIT VI,,,
6/18/08,NISS,GRY,0.00,TIME LIMIT ZONE,HILYARD ST 14TH AVE 15TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI,HILYARD 14TH,44.04473,-123.081623
6/18/08,JEEP,WHT,0.00,METER VIOLATION,14TH AVE ALDER ST KINCAI,226-43,NO TIME ON METER,14TH ALDER,44.04473,-123.081623
6/18/08,TOYT,BEI,0.00,METER VIOLATION,KINCAID ST 14TH AVE 13TH,226-21,NO TIME ON METER,KINCAID 14TH,44.04411040000001,-123.0789666
6/18/08,BMW,GRN,0.00,RESTRICTED BY SIGN,13TH AVE KINCAID ST ALDE,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM,13TH KINCAID,44.04411040000001,-123.0789666
6/18/08,TOYT,RED,24.00,TIME LIMIT ZONE,VILLARD ST 19TH AVE 17TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI,VILLARD 19TH,44.0389092,-123.0648
6/18/08,TOYT,GRY,0.00,TIME LIMIT ZONE,WALNUT ST 15TH AVE 17TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI,WALNUT 15TH,44.0439949,-123.0614961
6/18/08,TOYT,BLU,0.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214-5,NO TIME ON METER,12TH KINCAID,44.04411040000001,-123.0789666
6/18/08,SUBA,GLD,0.00,TIME LIMIT ZONE,COLUMBIA ST 17TH AVE 19T,NA,CHALK MARK STILL VISIBLENO PERMIT VI,COLUMBIA 17TH,44.04111049999999,-123.0680264
6/18/08,JEEP,GRN,0.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214-7,NO TIME ON METER,12TH KINCAID,44.04411040000001,-123.0789666
6/18/08,SUBA,GRN,24.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214-17,NO TIME ON METER,KINCAID 12TH,44.04411040000001,-123.0789666
6/18/08,FORD,GRN,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-50,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/18/08,CHEV,GRY,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-63,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/18/08,SUBA,BLK,24.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-66,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/18/08,CHEV,WHT,24.00,TIME LIMIT ZONE,GARDEN AVE VILLARD ST MO,NA,CHALK MARK STILL VISIBLE2 HR ONLY,,,
6/18/08,NISS,PUR,0.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214-19,NO TIME ON METER,KINCAID 12TH,44.04411040000001,-123.0789666
6/18/08,MERC,BLK,24.00,METER VIOLATION,ALDER ST 13TH AVE 12TH A,214-51,NO TIME ON METER,ALDER 13TH,44.0456069,-123.079995
6/18/08,CHEV,GRY,0.00,METER VIOLATION,ALDER ST 13TH AVE 12TH A,213-20,NO TIME ON METERPERMIT NOT VALID IN,ALDER 13TH,44.0456069,-123.079995
6/18/08,TOYT,GRN,0.00,WRONG SIDE PARKING,COLUMBIA ST FAIRMOUNT BL,NA,MUST PARK WITH FLOW OF TRAFFIC,COLUMBIA FAIRMOUNT,44.0353641,-123.0684916
6/18/08,TOYT,BLK,24.00,METER VIOLATION,12TH AVE ALDER ST KINCAI,209-32,NO TIME ON METER,12TH ALDER,44.04646169999999,-123.0798634
6/18/08,HOND,RED,0.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214-7,NO TIME ON METER,12TH KINCAID,44.04411040000001,-123.0789666
6/18/08,TOYT,BLU,0.00,METER VIOLATION,12TH AVE ALDER ST KINCAI,209-42,NO TIME ON METER,12TH ALDER,44.04646169999999,-123.0798634
6/18/08,BUIC,BEI,24.00,METER VIOLATION,KINCAID ST 15TH AVE 14TH,239-20,NO TIME ON METER,KINCAID 15TH,44.04411040000001,-123.0789666
6/18/08,SUZU,RED,0.00,TIME LIMIT ZONE,MILL ST 11TH AVE 12TH AV,NA,NO PERMIT VISIBLECHALK MARK STILL VI,MILL 11TH,44.04454339999999,-123.0738902
6/18/08,TOYT,BLK,24.00,TIME LIMIT ZONE,14TH AVE HIGH ST PEARL S,NA,2HRCHALK MARK STILL VISIBLE,,,
6/18/08,HYUN,RED,0.00,TIME LIMIT ZONE,FERRY ST 14TH AVE 13TH A,NA,NO PERMIT VISIBLECHALK MARK STILL VI,FERRY 14TH,44.0452933,-123.084937
6/18/08,DODG,WHT,24.00,TIME LIMIT ZONE,14TH AVE PEARL ST HIGH S,NA,2HRCHALK MARK STILL VISIBLE,,,
6/18/08,NISS,BLK,0.00,TIME LIMIT ZONE,14TH AVE FERRY ST MILL S,NA,NO PERMIT VISIBLECHALK MARK STILL VI,,,
6/18/08,TOYT,GRN,0.00,TIME LIMIT ZONE,15TH AVE PEARL ST HIGH S,NA,NO PERMIT VISIBLECHALK MARK STILL VI,,,
6/18/08,JEEP,GRY,0.00,TIME LIMIT ZONE,MILL ST 17TH AVE 18TH AV,NA,NO PERMIT VISIBLECHALK MARK STILL VI,MILL 17TH,44.0452933,-123.084937
6/18/08,FORD,RED,0.00,TIME LIMIT ZONE,FERRY ST 18TH AVE 17TH A,NA,NO PERMIT VISIBLECHALK MARK STILL VI,FERRY 18TH,44.0452933,-123.084937
6/18/08,PONT,ONG,0.00,METER VIOLATION,16TH AVE OAK ST PEARL ST,111-31,NO TIME ON METER,16TH OAK,44.043993,-123.091648
6/18/08,TOYT,WHT,0.00,METER VIOLATION,SOUTH PARK-1E,43 94,NO TIME ON METER,,,
6/18/08,JEEP,WHT,0.00,METER VIOLATION,SOUTH PARK-1E,43 64,NO TIME ON METER,,,
6/18/08,DODG,BLU,24.00,METER VIOLATION,EAST PARK-8,43 92,NO TIME ON METER,,,
6/18/08,HOND,GRY,0.00,METER VIOLATION,EAST PARK-8,43 83,NO TIME ON METER,,,
6/18/08,NISS,BLU,24.00,METER VIOLATION,WILLAMETTE 8TH AVE 7TH A,32 16,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/18/08,DODG,GRY,0.00,METER VIOLATION,8TH AVE WILLAMETTE WEST,42 1,NO TIME ON METER,8TH WILLAMETTE,44.0510162,-123.0881198
6/18/08,CHRY,GRY,0.00,METER VIOLATION,WEST PARK-8,42 86,NO TIME ON METER,,,
6/18/08,TOYT,WHT,0.00,METER VIOLATION,CHARNELTON ST 10TH AVE 1,58 48,NO TIME ON METER,CHARNELTON 10TH,44.0485301,-123.094962
6/18/08,HOND,GRY,0.00,METER VIOLATION,OAK ST 7TH AVE 8TH AVE,33 22,NO TIME ON METER,OAK 7TH,43.7517656,-122.4553777
6/18/08,ISUZ,BLK,0.00,METER VIOLATION,5TH AVE HIGH ST PEARL ST,17 2,NO TIME ON METER,5TH HIGH,44.0535416,-123.0878574
6/18/08,TOYT,GRY,0.00,METER VIOLATION,5TH AVE HIGH ST PEARL ST,17 5,NO TIME ON METER,5TH HIGH,44.0535416,-123.0878574
6/18/08,TOYT,GRY,0.00,METER VIOLATION,HIGH ST 5TH AVE 6TH AVE,18 47,NO TIME ON METER,,,
6/18/08,HOND,GRY,0.00,METER VIOLATION,WILLAMETTE 8TH AVE 7TH A,32 18,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/18/08,CHEV,GRY,0.00,METER VIOLATION,WILLAMETTE 8TH AVE 7TH A,32 17,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/18/08,TOYT,WHT,0.00,METER VIOLATION,13TH AVE ALDER ST HILYAR,225-8,NO TIME ON METER,13TH ALDER,44.0456069,-123.079995
6/18/08,MAZD,BLU,0.00,METER VIOLATION,13TH AVE ALDER ST HILYAR,225-9,NO TIME ON METER,13TH ALDER,44.0456069,-123.079995
6/18/08,SUZU,BLK,0.00,TIME LIMIT ZONE,15TH AVE FERRY ST PATTER,NA,CHALK MARK STILL VISIBLENO PERMIT VI,15TH FERRY,44.0452933,-123.084937
6/18/08,CADI,BLU,0.00,TIME LIMIT ZONE,15TH AVE FERRY ST PATTER,NA,CHALK MARK STILL VISIBLENO PERMIT VI,15TH FERRY,44.0452933,-123.084937
6/18/08,TOYT,BLU,0.00,TIME LIMIT ZONE,16TH AVE HILYARD ST PATT,NA,CHALK MARK STILL VISIBLENO PERMIT VI,16TH HILYARD,44.042008,-123.080528
6/18/08,HOND,WHT,24.00,TIME LIMIT ZONE,17TH AVE FERRY ST PATTER,NA,CHALK MARK STILL VISIBLENO PERMIT VI,,,
6/18/08,DODG,RED,0.00,TIME LIMIT ZONE,17TH AVE COLUMBIA ST AGA,NA,CHALK MARK STILL VISIBLENO PERMIT VI,,,
6/18/08,FORD,GRY,0.00,TIME LIMIT ZONE,19TH AVE MOSS ST COLUMBI,NA,CHALK MARK STILL VISIBLENO PERMIT VI,,,
